1754437954.139319: {"orientation": {"x": 40.06, "y": 42.12, "z": -123.81}, "gyro": {"x": 0.05, "y": -0.03, "z": -0.01}, "linear_accel": {"x": 0.05, "y": 0.15, "z": -0.01}, "mag": {"x": -14.0, "y": 8.0, "z": 10.25}, "accel": {"x": 6.63, "y": 6.16, "z": -4.09}, "gravity": {"x": 6.58, "y": 6.03, "z": -4.05}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.1474319: {"orientation": {"x": 40.06, "y": 42.12, "z": -123.94}, "gyro": {"x": 0.05, "y": -0.03, "z": -0.0}, "linear_accel": {"x": 0.07, "y": 0.12, "z": 0.01}, "mag": {"x": -14.0, "y": 8.0, "z": 10.25}, "accel": {"x": 6.65, "y": 6.15, "z": -4.05}, "gravity": {"x": 6.58, "y": 6.02, "z": -4.06}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.172956: {"orientation": {"x": 40.0, "y": 42.12, "z": -124.0}, "gyro": {"x": 0.03, "y": -0.02, "z": -0.0}, "linear_accel": {"x": 0.08, "y": 0.13, "z": -0.03}, "mag": {"x": -14.75, "y": 8.38, "z": 11.56}, "accel": {"x": 6.64, "y": 6.15, "z": -4.13}, "gravity": {"x": 6.57, "y": 6.02, "z": -4.06}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.191848: {"orientation": {"x": 40.06, "y": 42.12, "z": -124.0}, "gyro": {"x": -0.02, "y": -0.03, "z": 0.02}, "linear_accel": {"x": 0.09, "y": 0.12, "z": -0.06}, "mag": {"x": -14.75, "y": 8.38, "z": 11.56}, "accel": {"x": 6.67, "y": 6.15, "z": -4.13}, "gravity": {"x": 6.57, "y": 6.02, "z": -4.07}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.2267609: {"orientation": {"x": 40.06, "y": 42.12, "z": -124.06}, "gyro": {"x": -0.01, "y": -0.02, "z": 0.02}, "linear_accel": {"x": 0.08, "y": 0.13, "z": 0.01}, "mag": {"x": -14.38, "y": 8.38, "z": 9.75}, "accel": {"x": 6.65, "y": 6.15, "z": -4.06}, "gravity": {"x": 6.57, "y": 6.02, "z": -4.07}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.2463622: {"orientation": {"x": 40.12, "y": 42.12, "z": -124.06}, "gyro": {"x": -0.02, "y": -0.02, "z": 0.01}, "linear_accel": {"x": 0.08, "y": 0.15, "z": -0.01}, "mag": {"x": -14.38, "y": 8.38, "z": 9.75}, "accel": {"x": 6.65, "y": 6.18, "z": -4.09}, "gravity": {"x": 6.57, "y": 6.02, "z": -4.07}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.266003: {"orientation": {"x": 40.19, "y": 42.06, "z": -124.06}, "gyro": {"x": -0.02, "y": -0.02, "z": 0.02}, "linear_accel": {"x": 0.07, "y": 0.18, "z": 0.0}, "mag": {"x": -14.75, "y": 9.06, "z": 11.56}, "accel": {"x": 6.65, "y": 6.2, "z": -4.08}, "gravity": {"x": 6.57, "y": 6.02, "z": -4.07}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.290648: {"orientation": {"x": 40.25, "y": 42.06, "z": -124.0}, "gyro": {"x": -0.04, "y": -0.01, "z": 0.02}, "linear_accel": {"x": 0.07, "y": 0.15, "z": -0.01}, "mag": {"x": -14.75, "y": 9.06, "z": 11.56}, "accel": {"x": 6.65, "y": 6.18, "z": -4.08}, "gravity": {"x": 6.57, "y": 6.02, "z": -4.06}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.315518: {"orientation": {"x": 40.31, "y": 42.12, "z": -123.94}, "gyro": {"x": -0.07, "y": 0.0, "z": 0.02}, "linear_accel": {"x": 0.13, "y": 0.11, "z": 0.15}, "mag": {"x": -14.38, "y": 8.38, "z": 11.56}, "accel": {"x": 6.71, "y": 6.14, "z": -3.9}, "gravity": {"x": 6.58, "y": 6.03, "z": -4.05}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.360066: {"orientation": {"x": 40.38, "y": 42.12, "z": -123.88}, "gyro": {"x": -0.01, "y": -0.01, "z": 0.01}, "linear_accel": {"x": 0.08, "y": 0.14, "z": 0.02}, "mag": {"x": -14.38, "y": 8.38, "z": 11.56}, "accel": {"x": 6.66, "y": 6.17, "z": -4.02}, "gravity": {"x": 6.58, "y": 6.03, "z": -4.05}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
1754437954.3600981: {"orientation": {"x": 40.38, "y": 42.12, "z": -123.88}, "gyro": {"x": 0.0, "y": -0.01, "z": 0.0}, "linear_accel": {"x": 0.11, "y": 0.14, "z": 0.02}, "mag": {"x": -13.69, "y": 8.38, "z": 11.19}, "accel": {"x": 6.68, "y": 6.18, "z": -4.02}, "gravity": {"x": 6.58, "y": 6.03, "z": -4.05}, "temp": 54, "calib": {"sys": 0, "gyro": 3, "accel": 0, "mag": 3}}
